f5620506b6a863e13830caa3e2df54836c7d5ad8,taskName,taskNumber,taskURL,name,response,serial,latency,pristineLatency,declined,submitLatency,log_serial,trial_id,responseHandle,stimuli,media,data,block3Cond,feedback,d
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,852,,,,101,101,right,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":4}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2left,,,921,,,,102,102,left,"[""Rich people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":4}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,1112,,,,103,103,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":4}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,instructions,,,9386,,,,104,104,space,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,10608,,,,105,105,right,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1499,,,,106,106,left,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,674,,,,107,107,right,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1181,,,,108,108,left,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,607,,,,109,109,left,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,694,,,,110,110,right,"[""Rich people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,669,,,,111,111,right,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,670,,,,112,112,left,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,602,,,,113,113,left,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,592,,,,114,114,right,"[""Rich people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,990,,,,115,115,left,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,554,,,,116,116,right,"[""Rich people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,961,,,,117,117,right,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,618,,,,118,118,right,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,554,,,,119,119,left,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,979,,,,120,120,left,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1163,,,,121,121,left,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1192,,,,122,122,right,"[""Rich people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,928,,,,123,123,left,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,3251,,,,124,124,right,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1016,,,,125,125,right,"[""Rich people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,669,,,,126,126,left,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1017,,,,127,127,right,"[""Rich people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,731,,,,128,128,left,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1018,,,,129,129,right,"[""Rich people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,616,,,,130,130,left,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,714,,,,131,131,left,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,910,,,,132,132,right,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Rich people"",""block"":5}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,instructions,,,7575,,,,133,133,space,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,881,,,,134,134,left,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,610,,,,135,135,left,"[""Bad words""]","[""最悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,596,,,,136,136,right,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,730,,,,137,137,right,"[""Good words""]","[""栄光""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1808,,,,138,138,left,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,707,,,,139,139,left,"[""Bad words""]","[""失敗""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,975,,,,140,140,right,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,556,,,,141,141,right,"[""Good words""]","[""素晴らしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,846,,,,142,142,right,"[""Rich people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,710,,,,143,143,left,"[""Bad words""]","[""傷""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,678,,,,144,144,left,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,1169,,,,145,145,right,"[""Good words""]","[""笑顔""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1130,,,,146,146,left,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,1010,,,,147,147,left,"[""Bad words""]","[""悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,798,,,,148,148,right,"[""Rich people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,556,,,,149,149,right,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1511,,,,150,150,right,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,681,,,,151,151,right,"[""Good words""]","[""すばらしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,997,,,,152,152,left,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,1315,,,,153,153,left,"[""Bad words""]","[""苦しみ""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":6}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,instructions,,,1234,,,,154,154,space,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,847,,,,155,155,right,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,909,,,,156,156,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1448,,,,157,157,left,"[""Poor people""]","[""poverty2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,650,,,,158,158,right,"[""Good words""]","[""平和""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,758,,,,159,159,left,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,880,,,,160,160,left,"[""Bad words""]","[""汚い""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,631,,,,161,161,right,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,909,,,,162,162,right,"[""Good words""]","[""愛""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,649,,,,163,163,left,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,1302,,,,164,164,left,"[""Bad words""]","[""傷""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,670,,,,165,165,right,"[""Rich people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,689,,,,166,166,right,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,697,,,,167,167,left,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,843,,,,168,168,left,"[""Bad words""]","[""最悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,529,,,,169,169,right,"[""Rich people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,586,,,,170,170,right,"[""Good words""]","[""素晴らしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1554,,,,171,171,right,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,944,,,,172,172,right,"[""Good words""]","[""笑顔""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,609,,,,173,173,left,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,1035,,,,174,174,left,"[""Bad words""]","[""悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,754,,,,175,175,right,"[""Rich people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,912,,,,176,176,right,"[""Good words""]","[""栄光""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,647,,,,177,177,left,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,903,,,,178,178,left,"[""Bad words""]","[""失敗""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,698,,,,179,179,right,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,737,,,,180,180,left,"[""Bad words""]","[""苦しみ""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,656,,,,181,181,left,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,719,,,,182,182,right,"[""Good words""]","[""すばらしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,620,,,,183,183,left,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,731,,,,184,184,right,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,1471,,,,185,185,right,"[""Rich people""]","[""rich2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,918,,,,186,186,left,"[""Bad words""]","[""汚い""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,866,,,,187,187,right,"[""Rich people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,682,,,,188,188,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,1481,,,,189,189,left,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,785,,,,190,190,right,"[""Good words""]","[""愛""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat1left,,,800,,,,191,191,left,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att1left,,,763,,,,192,192,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,cat2right,,,717,,,,193,193,right,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,att2right,,,1007,,,,194,194,right,"[""Good words""]","[""平和""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":7}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,instructions,,,1253,,,,195,195,space,"[""Default""]","[""Press space to continue to the next task""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
f5620506b6a863e13830caa3e2df54836c7d5ad8,my-time,,,,,,,,,,,,,,,,"Rich people/Bad words,Poor people/Good words",Your responses suggested a strong automatic preference for Rich people over Poor people.,-1.31
f5620506b6a863e13830caa3e2df54836c7d5ad8,namelessTask,4,,,,,,,,,,,,,,,,,
