18edc65ce4defa5aa7f9fae779d22655fd766771,taskName,taskNumber,taskURL,name,response,serial,declined,submitLatency,log_serial,trial_id,responseHandle,latency,stimuli,media,data,block3Cond,feedback,d
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,instructions,,,,,104,104,space,13304,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,105,105,right,1114,"[""Middle people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,106,106,right,1311,"[""Middle people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,107,107,left,564,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,108,108,left,467,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,109,109,right,768,"[""Middle people""]","[""rich1.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,110,110,left,1264,"[""Poor people""]","[""poverty5.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,111,111,left,846,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,112,112,right,696,"[""Middle people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,113,113,left,750,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,114,114,left,626,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,115,115,right,688,"[""Middle people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,116,116,right,482,"[""Middle people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,117,117,right,526,"[""Middle people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,118,118,left,665,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,119,119,left,598,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,120,120,right,673,"[""Middle people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,121,121,right,814,"[""Middle people""]","[""rich1.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,122,122,left,795,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,123,123,right,721,"[""Middle people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,124,124,left,1120,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,125,125,left,1935,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,126,126,right,1190,"[""Middle people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,127,127,left,1936,"[""Poor people""]","[""poverty2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,128,128,right,1827,"[""Middle people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,129,129,right,1346,"[""Middle people""]","[""rich6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,130,130,left,1444,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,131,131,left,832,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,132,132,right,712,"[""Middle people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people,Middle people"",""block"":5}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,instructions,,,,,133,133,space,4627,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,134,134,right,1044,"[""Middle people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,135,135,left,879,"[""Bad words""]","[""苦しみ""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,136,136,left,728,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,137,137,right,664,"[""Good words""]","[""栄光""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,138,138,right,700,"[""Middle people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,139,139,right,574,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,140,140,left,624,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,141,141,left,1646,"[""Bad words""]","[""ひどい""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,142,142,left,1442,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,143,143,left,920,"[""Bad words""]","[""汚い""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,144,144,right,681,"[""Middle people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,145,145,right,1203,"[""Good words""]","[""平和""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,146,146,left,506,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,147,147,left,1670,"[""Bad words""]","[""失敗""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,148,148,right,1090,"[""Middle people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,149,149,right,819,"[""Good words""]","[""素晴らしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,150,150,right,1258,"[""Middle people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,151,151,right,629,"[""Good words""]","[""笑顔""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,152,152,left,677,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,153,153,left,680,"[""Bad words""]","[""悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":6}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,instructions,,,,,154,154,space,2084,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,155,155,right,805,"[""Middle people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,156,156,left,1322,"[""Bad words""]","[""傷""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,157,157,left,1586,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,158,158,right,590,"[""Good words""]","[""愛""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,159,159,right,1473,"[""Middle people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,160,160,right,765,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,161,161,left,535,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,162,162,left,1469,"[""Bad words""]","[""ひどい""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,163,163,left,706,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,164,164,left,690,"[""Bad words""]","[""傷""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,165,165,right,695,"[""Middle people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,166,166,right,971,"[""Good words""]","[""素晴らしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,167,167,left,734,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,168,168,right,724,"[""Good words""]","[""すばらしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,169,169,right,900,"[""Middle people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,170,170,left,734,"[""Bad words""]","[""悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,171,171,right,893,"[""Middle people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,172,172,left,746,"[""Bad words""]","[""苦しみ""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,173,173,left,634,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,174,174,right,760,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,175,175,right,813,"[""Middle people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,176,176,right,1254,"[""Good words""]","[""栄光""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,177,177,left,1182,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,178,178,left,1345,"[""Bad words""]","[""汚い""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,179,179,left,808,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,180,180,right,838,"[""Good words""]","[""平和""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,181,181,right,1214,"[""Middle people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,182,182,left,698,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,183,183,left,676,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,184,184,left,1397,"[""Bad words""]","[""失敗""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,185,185,right,944,"[""Middle people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,186,186,right,747,"[""Good words""]","[""笑顔""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,187,187,left,1081,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,188,188,left,731,"[""Bad words""]","[""最悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,189,189,right,599,"[""Middle people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,190,190,right,518,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat2right,,,,,191,191,right,1294,"[""Middle people""]","[""rich3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att1left,,,,,192,192,left,698,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,cat1left,,,,,193,193,left,977,"[""Poor people""]","[""poverty2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,att2right,,,,,194,194,right,674,"[""Good words""]","[""愛""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Middle people/Good words"",""block"":7}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,instructions,,,,,195,195,space,3321,"[""Default""]","[""Press space to continue to the next task""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
18edc65ce4defa5aa7f9fae779d22655fd766771,my-time,,,,,,,,,,,,,,,"Middle people/Bad words,Poor people/Good words",Your responses suggested a strong automatic preference for Middle people over Poor people.,-1.03
18edc65ce4defa5aa7f9fae779d22655fd766771,namelessTask,4,,,,,,,,,,,,,,,,
